,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
0,Nicki Minaj,"Familia (with Anuel Aa, feat. Bantu) - Spider-Man: Into the Spider-Verse",4Uy3kNxW2kB8AEoXljEcth,80,0.0166,0.766,174893,0.881,2.3e-06,9,0.347,-5.158,0,0.137,112.027,5,0.674
1,The Minds Of 99,Hurtige Hænder - Live,4oPQOsRAOho5ep9V6L3M6e,39,0.139,0.297,266067,0.542,0.0,9,0.985,-10.878,0,0.0397,129.293,4,0.296
2,Ariana Grande,sweetener,70khXICDeTTxgYtw3EysKH,78,0.248,0.721,208493,0.459,0.0,4,0.212,-6.408,1,0.032,119.914,4,0.46
3,Ella Mai,Whatchamacallit (feat. Chris Brown),1YLfaRr3QIW1fF3nvDO0gX,76,0.17,0.656,179411,0.616,0.0,5,0.219,-4.668,1,0.0392,98.871,4,0.269
4,BTS,Trivia 起 : Just Dance,0usLRFLmYXYahKNgXxsuJc,71,0.0907,0.723,225221,0.906,0.0,1,0.0771,-4.778,0,0.279,125.019,4,0.398
5,Charlie Puth,Change (feat. James Taylor),17RMnDmv5CEo3s0tmipRyb,66,0.872,0.502,217560,0.413,0.0,4,0.213,-7.373,1,0.039,175.507,4,0.474
6,Nipsey Hussle,Double Up (feat. Belly and Dom Kennedy),4iVD0fTHGxV9JWloujsL3s,78,0.0544,0.604,361280,0.436,0.000242,2,0.162,-8.32,1,0.188,107.978,4,0.239
7,SHAED,Trampoline,0lsRatBUs9HNIZAmoGABzk,79,0.488,0.689,184060,0.412,0.00016,7,0.0659,-7.523,0,0.0301,126.754,4,0.537
8,Joey Moe,Perfekt Som Du Er,5APNpwzlrZ5tqesJeuMpgd,36,0.0581,0.78,183591,0.556,0.0,9,0.181,-6.63,0,0.0693,160.035,4,0.797
9,Gavin Luke,Gone,331iLszrgVOeYNl2KKn12j,69,0.954,0.183,179166,0.0611,0.908,11,0.109,-25.535,0,0.0342,93.361,3,0.0389
10,Travis Scott,SICKO MODE,2xLMifQCjDGFmkHkpNLD9h,93,0.00513,0.834,312820,0.73,0.0,8,0.124,-3.714,1,0.222,155.008,4,0.446
11,Olivia O'Brien,RIP (feat. G-Eazy & Drew Love),3qjf2YP8G2RNFanYZDcZUk,73,0.422,0.728,200773,0.646,0.0,5,0.0899,-4.387,0,0.0463,103.983,4,0.46
12,Hara Noda,Lower East,3U2kykkXQm5QMiFk4OkPCa,55,0.951,0.514,209375,0.104,0.833,7,0.124,-19.268,0,0.0401,113.95,4,0.236
13,Jacob Banks,Unknown (To You),4jDDaKTqcZQWvgubuW6N7l,65,0.895,0.367,233160,0.538,0.000581,8,0.149,-5.121,0,0.0421,129.092,4,0.274
14,Sigala,We Don't Care,59D6pNWyn8UXPpos5fbAqm,71,0.0316,0.423,207430,0.857,0.0,10,0.0555,-3.441,0,0.275,180.01,4,0.655
15,LOthief,Dirty Talk,6afz6WNkVxp0q3anZU72bh,68,0.00194,0.562,175040,0.886,0.94,11,0.637,-7.436,0,0.129,122.977,4,0.0628
16,Disturbed,No More,0IdNBZt0O8R9qBgezYFGOi,56,0.000285,0.53,232640,0.988,0.0,7,0.222,-2.406,1,0.121,101.28,3,0.521
17,Tiësto,WOW,3qPXWPkEZgUhUgPifbE99z,71,0.00116,0.6,148125,0.99,0.52,6,0.124,-3.016,1,0.337,127.954,4,0.192
18,$uicideBoy$,Carrollton,7wPHEEGn0rWMZEDrDcOaDa,72,0.00221,0.844,203897,0.52,0.00122,5,0.7,-10.626,0,0.533,149.995,4,0.289
19,Sigrid,Sucker Punch,7aHUol3Vz9xHm4Yot2dSKi,66,0.00153,0.638,194323,0.642,4.07e-06,7,0.0826,-4.422,1,0.0639,165.984,4,0.676
20,Artigeardit,bedrehalvdel interlude,4RxXwrNANGhO1HvkCYsBZL,35,0.133,0.666,79114,0.531,0.0,0,0.227,-9.934,1,0.0603,88.047,4,0.129
21,KOPS,Salvation,4KbU1GNZX7FG4xaf62F0mB,53,0.0934,0.567,190480,0.542,0.0,0,0.132,-4.825,1,0.469,204.241,4,0.759
22,Artigeardit,ladetaldrigfåmig interlude,0fGTFwA0YTkauoYDlUSXry,34,0.44,0.66,107360,0.616,3.17e-06,8,0.131,-8.109,1,0.437,169.969,4,0.201
23,Sigala,Lullaby,5xzCzOAOfRi4DOttSzvznR,77,0.0784,0.725,204022,0.834,1.27e-05,5,0.0834,-3.913,0,0.037,120.026,4,0.859
24,Danni,Topform,1vf9bsTpiiOIUd3tVAZbpi,32,0.522,0.803,182400,0.536,0.0,7,0.122,-8.158,0,0.161,149.917,4,0.869
25,The Mayries,Don't Wanna Know - Acoustic Version,4fHJwyR7JILiSAbLyXcrKx,61,0.706,0.438,183473,0.448,0.0,1,0.159,-7.676,1,0.0666,118.37,5,0.366
26,Drake,After Dark (feat. Static Major & Ty Dolla $ign),3mvYQKm8h6M5K5h0nVPY9S,71,0.0414,0.686,289560,0.428,0.0,2,0.138,-13.072,1,0.192,141.95,4,0.329
27,Lil Peep,Runaway,1FBi1YWCAxlRmfuUbMINqO,74,0.44,0.399,192760,0.591,0.0616,6,0.446,-8.792,0,0.052,79.892,3,0.175
28,Mads Langer,Tag Mig Med,1fhLYVIe9s7pwYHxtbdiZ1,48,0.065,0.596,219803,0.655,0.0,0,0.109,-6.03,1,0.0987,94.891,4,0.42
29,MØ,Red Wine (feat. Empress Of),6CBLS6BxGCsbzKdSiKSxHC,57,0.0432,0.609,202269,0.797,0.0,2,0.597,-5.095,1,0.234,87.772,4,0.441
30,King Princess,Pussy Is God,6VCeywT4JeawuZOUkQ1okx,70,0.049,0.739,205533,0.621,0.00369,11,0.0718,-6.929,0,0.238,85.969,4,0.462
31,Alan Walker,Lost Control,0lG6QM1jjbbX5UUn3DPmrZ,79,0.0345,0.736,222320,0.555,0.000157,4,0.0798,-4.689,1,0.0757,91.997,4,0.323
32,Lauv,The Other,0EAzlhtMYxRb6wbi6KnPjC,69,0.421,0.38,189333,0.553,2.63e-06,7,0.0788,-6.621,1,0.0653,179.629,4,0.384
33,BTS,IDOL,2AIWoHr9DF6y4KALCBKWQS,79,0.00481,0.734,222732,0.855,0.0,9,0.123,-3.211,1,0.118,126.035,4,0.422
34,Ski Mask The Slump God,Catch Me Outside,4rgwri7LajWVZvdj2N81SS,77,0.165,0.943,145760,0.677,0.0,7,0.327,-6.033,1,0.246,112.001,4,0.615
35,Clara,Forgive Me,1t060s3vMc0pDMiyBeWzW0,38,0.174,0.51,207244,0.658,0.0,6,0.0916,-6.821,0,0.187,94.667,4,0.377
36,Alex Aiono,As You Need,1xYoq9LZiTmcRnZqXl7JhF,59,0.562,0.634,208475,0.278,0.0,7,0.0904,-8.295,1,0.0331,78.214,4,0.624
37,Mads Langer,"All The Time, Sometimes",5pU3LVebfaEf8m2buAfYBH,48,0.399,0.706,217655,0.512,1.38e-06,4,0.183,-7.687,1,0.0973,87.034,4,0.474
38,Martin Garrix,Ocean (feat. Khalid) - David Guetta Remix,2Ceq5Ty6rJqazoZIWyS0Vc,63,0.0913,0.609,195833,0.824,2.88e-05,0,0.134,-8.251,0,0.0795,127.072,4,0.36
39,MellemFingaMuzik,JUNGLE,0VWTSWZVask2dSMShSphvM,64,0.322,0.793,209266,0.551,0.0,6,0.186,-5.909,0,0.0795,142.066,4,0.572
40,Will Sparks,Tombstone,0fPa0oRK8DsQDvcLijT3Tr,55,0.00739,0.442,259765,0.904,0.858,11,0.131,-6.101,0,0.0723,108.766,3,0.0363
41,Cauty,Ta To Gucci (Remix),7kuRvjpeUcn6qNV9IBXC2C,86,0.383,0.73,304859,0.648,0.000112,1,0.103,-6.405,0,0.378,187.991,4,0.675
42,Luke Combs,Beautiful Crazy,2rxQMGVafnNaRaXlRMWPde,83,0.676,0.552,193200,0.402,0.0,11,0.0928,-7.431,1,0.0262,103.313,4,0.382
43,Josh Dylan,Why Did It Have To Be Me?,6rekLbbb3i42gCgFIXOFvE,68,0.129,0.55,198360,0.78,1.85e-06,2,0.132,-5.55,1,0.0356,117.654,4,0.794
44,Lil Peep,Hate Me,2FoRvrNWBtrJiSgIjmivKG,67,0.266,0.328,180600,0.619,1.95e-06,0,0.178,-7.136,1,0.282,67.153,4,0.405
45,Kevin Faye,Unfollow,3IZmnwOMO0pzUaZLbF1KI8,57,0.182,0.666,204354,0.694,9.59e-06,9,0.232,-4.912,0,0.052,119.797,4,0.126
46,Cozz,Zendaya (feat. J. Cole),7jmTA4qUoE3powcTpw3dvF,68,0.19,0.702,258166,0.891,0.0,8,0.154,-3.28,0,0.361,78.876,4,0.517
47,Jonas Blue,By Your Side,179OogGLVbBoebZpwz2wOi,65,0.0786,0.695,201254,0.743,0.0,6,0.0587,-3.85,1,0.0329,123.007,4,0.634
48,City Girls,Act Up,3A2yGHWIzmGEIolwonU69h,72,0.0167,0.938,158332,0.638,0.0,8,0.111,-4.713,1,0.189,97.075,4,0.313
49,Disturbed,A Reason to Fight,1IbaGRC0Yrovu3MP1ipf1u,66,0.0158,0.591,284293,0.571,0.0,6,0.13,-5.573,0,0.0248,75.04,4,0.26
50,Hjalmer,Lige Nu,2aNmBSvU4q3ZPF71qrEAAB,46,0.0939,0.604,170500,0.497,1.69e-06,1,0.209,-9.581,1,0.0294,100.005,4,0.267
51,FOOL,Worry,1HbdS6DUrJbxWj1vnrXHsD,64,0.0192,0.734,228446,0.685,4.02e-06,1,0.127,-5.788,1,0.0526,100.075,4,0.436
52,Phoebe Ryan,Middle Finger,3o8bovLXjsxsFBTXajm1VA,70,0.141,0.704,241893,0.664,0.0,9,0.107,-3.209,0,0.0468,99.963,4,0.533
53,Little Mix,Wasabi,7IOuCLt770D8v0u3SVaDeI,68,0.00451,0.847,154787,0.656,0.000854,2,0.143,-4.976,1,0.115,114.001,4,0.234
54,Rudimental,Let Me Live (feat. Anne-Marie & Mr Eazi),3D1rlKmZdpYUeMtRRLNawc,71,0.00295,0.662,205760,0.844,4.78e-05,8,0.525,-5.495,1,0.0669,145.007,4,0.763
55,Lady Gaga,Look What I Found,6Id5RM56PFn2hB4I0ox0WA,75,0.456,0.849,175240,0.493,0.000463,1,0.133,-4.1,0,0.0417,97.012,4,0.447
56,6LACK,Seasons (feat. Khalid),1AROE0XcC4ySCxXF65mutZ,73,0.704,0.605,250001,0.335,0.00756,0,0.127,-10.49,1,0.309,141.839,4,0.455
57,Eminem,Not Alike (feat. Royce Da 5'9),28FGV3ORH14MYORd7s5dlU,77,0.0692,0.904,288087,0.756,0.0,10,0.339,-3.746,1,0.32,140.005,4,0.342
58,Pattesutter,Hun Rider På Den,59xCJ6lThdTNnZaUVubKzB,55,0.0736,0.81,151233,0.948,0.000135,6,0.352,-4.707,1,0.0507,145.957,4,0.889
59,A$AP Rocky,Fukk Sleep,1AqemxWsT0iGg5Lvkm16Bt,73,0.443,0.793,192973,0.412,7.43e-05,2,0.219,-9.305,1,0.364,135.937,4,0.307
60,Kris Kross Amsterdam,Whenever (feat. Conor Maynard),3DGar7krWlmrXRFHBcQF6z,81,0.151,0.734,163636,0.765,0.0,7,0.231,-5.562,1,0.0621,109.989,4,0.518
61,ZK,Drama (feat. Sivas),1HgQjAVoAah0MnicqdEO4t,51,0.142,0.748,211753,0.596,1.48e-06,4,0.0759,-7.341,1,0.0953,110.874,4,0.493
62,G-Eazy,Rewind,3jjj9bdY7bYWZaaWPwmOpj,65,0.25,0.6,200411,0.769,0.0,7,0.109,-6.089,0,0.264,178.081,4,0.491
63,Bailey Jehl,Apologize,2xHKGx65VCsJgU83Bvh4j7,58,0.812,0.566,181597,0.168,0.0,3,0.125,-12.483,1,0.0372,116.286,4,0.238
64,Anderson .Paak,Saviers Road,3LfnrqODEqXpp7s974cT4z,62,0.00899,0.539,144667,0.631,0.0,10,0.132,-7.673,1,0.393,88.426,4,0.139
65,Finn Pind,Fisseprutter,7pEcd911oSwrU1RTT2kjG7,49,0.0202,0.806,193241,0.76,1.61e-06,11,0.331,-6.827,0,0.129,144.982,4,0.542
66,Alec Benjamin,Annabelle's Homework,0DYRjWiFJHvLjxRrywtltC,65,0.701,0.676,192501,0.634,1.63e-06,8,0.223,-5.377,1,0.0385,86.004,4,0.33
67,Band of Horses,No One's Gonna Love You (Stockholm Version),371akJ9fYgSkrAFMyWoTdL,67,0.953,0.599,228646,0.198,0.000127,1,0.0994,-8.557,1,0.0581,141.987,4,0.214
68,Mumford & Sons,Guiding Light,3W3RQneS2yhA7E5l1dJW18,70,0.063,0.553,217633,0.711,8.41e-06,7,0.0759,-7.714,1,0.0453,99.997,4,0.299
69,Sigala,Somebody,6iMoJ3UdrO2ZjzzcaN8Eom,72,0.0938,0.675,238667,0.849,0.0,0,0.121,-3.841,1,0.0675,100.111,4,0.681
70,THEY.,What I Know Now (feat. Wiz Khalifa),3wImXdE4bliIVSEl3lVue1,68,0.0812,0.615,180853,0.698,1.17e-06,6,0.18,-3.212,1,0.0485,80.024,4,0.437
71,Karl William,Samme Vej,3fnC9YbNFOMBpMqA67E8mt,45,0.0249,0.585,212076,0.735,0.0,10,0.268,-6.738,0,0.0314,88.04,4,0.401
72,Ruben,The Half,0oBsVtrDebt26nMG1Rm9X5,62,0.0229,0.618,164672,0.651,0.000427,2,0.113,-7.286,1,0.0851,89.978,4,0.35
73,NOAH,Undskyld - Akustisk,1Jt8Jif6FD83C9Wo4kNGId,37,0.6,0.449,206858,0.339,1.53e-06,7,0.0996,-6.841,1,0.0664,185.098,4,0.556
74,SunCity,Money,2RDRsMK7jj037beKiAFVSm,34,0.051,0.847,186411,0.661,0.007,11,0.225,-5.55,0,0.0897,109.974,4,0.511
75,Lil Yachty,MICKEY,3GxGAhRowXixzk521JQpZu,68,0.0295,0.971,160518,0.466,0.0,1,0.097,-5.655,1,0.23,119.994,4,0.131
76,K-391,Mystery,69ZdNv7ophVx0sS7Lhmwqt,64,0.318,0.757,209587,0.877,9.05e-06,9,0.0753,-4.144,1,0.0928,100.008,4,0.467
77,Kodak Black,Calling My Spirit,2MShy1GSSgbmGUxADNIao5,84,0.0996,0.91,152000,0.366,0.0,1,0.261,-9.954,1,0.0941,119.985,4,0.74
78,Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,80,0.00299,0.815,190288,0.816,0.0,2,0.159,-5.474,1,0.269,181.967,4,0.498
79,The Minds Of 99,I'm Gonna Die,4umgl58zt7VxkD9YP4ewQ9,39,0.000347,0.446,195207,0.835,8.15e-05,2,0.0755,-4.548,0,0.0613,157.982,4,0.565
80,Panic! At The Disco,"Hey Look Ma, I Made It",22oEJW6r2rMb9z4IntfyEa,79,0.0137,0.577,169667,0.833,0.0,5,0.121,-3.337,1,0.0695,107.936,4,0.58
81,Nina Nesbitt,"Cry Me a River - Recorded at Metropolis Studios, London",3pRtmEYL0hN9Lgn0IkNOra,63,0.855,0.665,301145,0.252,0.0,3,0.113,-8.407,0,0.0323,121.994,4,0.339
82,Emilie Nicolas,Feel Fine,5WuRtM6zMNfsRKzf66n0Bt,59,0.89,0.182,358827,0.213,0.0255,4,0.205,-12.009,1,0.0337,60.697,4,0.0459
83,Naoui,En Som Mig,3W4EKO0s6Xyr4akzptwq7q,40,0.151,0.799,168364,0.758,0.0,7,0.272,-6.301,0,0.212,107.064,4,0.674
84,Kali Uchis,"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",1otG6j1WHNvl9WgXLWkHTo,71,0.301,0.702,207455,0.659,0.00201,4,0.218,-6.766,0,0.13,79.64,4,0.843
85,Felix Cartal,Stop Being Yourself,2ewW50QGufVvqP959lB8F9,68,0.0127,0.662,249756,0.73,0.0,10,0.203,-5.407,1,0.0615,122.96,4,0.232
86,GRAACE,SOS,7jmFU6rB0UoSl1xsC1xEh3,57,0.404,0.552,187547,0.509,1.59e-05,5,0.177,-9.043,0,0.0615,100.298,4,0.324
87,Malte Ebert,Rather Be,7eZDVCRHXBFU8s84ansvH7,49,0.0436,0.742,193359,0.536,2.92e-06,6,0.0931,-6.434,0,0.198,105.015,4,0.653
88,DJ Hamida,Chekama,5arN4EvphWxKUJusmqEclH,56,0.0241,0.745,196347,0.857,9.37e-05,5,0.251,-4.184,0,0.048,105.054,4,0.881
89,Peg Parnevik,Loafers,4nFfg73es3giKZAT2UAN5k,63,0.328,0.565,201433,0.704,1.22e-06,8,0.137,-5.175,1,0.0637,157.942,4,0.389
90,Englando,Ayeh,3DIWEllk3CGUqg5719kRV0,48,0.111,0.767,163622,0.696,0.000114,0,0.075,-5.995,1,0.0558,128.023,4,0.657
91,YoungBoy Never Broke Again,Outside Today,5PIfH6BzcmH04RDmtzF0BN,64,0.139,0.851,129105,0.666,0.0,11,0.105,-5.334,0,0.0694,134.068,4,0.0585
92,ICEKIID,Caraca,21TwIiqcagcohr5O3vtUOq,43,0.125,0.884,155416,0.675,1.33e-06,8,0.156,-5.793,1,0.201,101.001,4,0.661
93,Fakkboiz,Folkfest,468vI2GIQ02ukQpiLNdMCr,66,0.0122,0.662,172727,0.913,0.000251,1,0.732,-5.524,1,0.0739,131.98,4,0.396
94,Christopher,Bad - Hugel Remix,3xR6lv0NxKXLj30FdWTp0T,43,0.0356,0.824,181017,0.881,6.86e-05,1,0.221,-4.218,0,0.132,118.022,4,0.586
95,Juice WRLD,I'm Still,19m3E0nMZobyA93AxMXC32,72,0.0811,0.631,192859,0.672,0.0,11,0.154,-4.583,1,0.0347,119.948,4,0.282
96,Sleiman,Suavemente,0TFtAzkWRQgzLYufraAecN,41,0.524,0.71,216900,0.687,0.00107,4,0.093,-7.727,0,0.0471,100.004,4,0.262
97,Ozuna,La Modelo,2SbzdGpOKlH3HIAGTWTbwU,77,0.241,0.574,255507,0.734,0.00806,1,0.0961,-2.697,1,0.0728,98.023,4,0.769
98,Tiësto,Jackie Chan,4kWO6O1BUXcZmaxitpVUwp,85,0.374,0.747,215760,0.834,0.0,3,0.0586,-2.867,0,0.045,128.005,4,0.687
99,Aya Nakamura,Pookie,2QpUWi6VSNOt2WyH5FIeLD,73,0.0691,0.912,180840,0.596,0.0,6,0.0891,-7.718,0,0.0898,98.003,4,0.532
100,ATYPISK,Pengeseddel (feat. Branco),49uxxGS8a98c86zgWGgamE,48,0.235,0.776,193714,0.502,0.0,6,0.0775,-8.139,1,0.197,140.097,4,0.657
101,JP Saxe,The Few Things (with Charlotte Lawrence),7GajeLvMksa794ZEQXwRSy,68,0.64,0.536,211567,0.426,5.88e-06,7,0.147,-10.446,1,0.123,135.872,4,0.375
102,Lil Skies,Red Roses - LIOHN's Tokyo Drift Remix,5LIX0JWid6ASLhAikVo3Ah,68,0.178,0.744,223385,0.63,0.0,10,0.115,-6.409,1,0.169,140.049,4,0.647
103,Finn Pind,PENIS,0bDmVU3pf81nVQHcdlNH5Z,52,0.00782,0.859,158143,0.779,6.81e-06,11,0.0593,-4.957,1,0.245,139.965,4,0.591
104,Bro,Glad,7IswsfMQkmjm1FQ2iT3sbw,55,0.0779,0.593,207575,0.712,0.0,8,0.269,-6.078,0,0.264,199.918,4,0.48
105,Jason Mraz,More Than Friends (feat. Meghan Trainor),03VNgdCL9t8aPyvwZecglI,69,0.366,0.451,181360,0.528,0.0,2,0.0811,-6.984,1,0.0364,139.28,5,0.527
106,Clara,Good To You,3AK4HwHRqNu1aY3ZNfAMZn,53,0.501,0.741,206806,0.51,0.0,7,0.0858,-7.108,1,0.149,93.914,4,0.487
107,Normani,Waves (feat. 6LACK),2qHk6Nz5glNQrjW8Rhd5kv,76,0.415,0.578,215671,0.588,0.0,0,0.114,-4.92,0,0.255,79.174,5,0.3
108,Ofenbach,Paradise (feat. Benjamin Ingrosso),50SEeQXOJgaXPv2S0v7ded,72,0.0549,0.759,154547,0.804,0.0,11,0.0782,-4.988,0,0.0319,121.94,4,0.96
109,Fouli,Slap Af,5IV67xT2rO7HBGKrtIMkrC,40,0.128,0.772,168217,0.726,0.0,4,0.325,-4.566,0,0.0705,120.012,4,0.776
110,Eminem,Killshot,1jo3TwNGCXfNdB5uba3ZVv,82,0.0989,0.892,253580,0.651,0.0,0,0.371,-8.645,0,0.378,105.814,4,0.599
111,Major Lazer,Cold Water (feat. Justin Bieber & MØ),3Yqsx1OFZqPbULxXPLHlpq,74,0.0736,0.608,185352,0.798,0.0,6,0.156,-5.092,0,0.0432,92.943,4,0.501
112,Yung Gravy,1 Thot 2 Thot Red Thot Blue Thot,7LptQZjp5wgdYDQZPjOV9O,76,0.148,0.79,131139,0.768,0.000947,6,0.126,-5.638,1,0.284,80.029,4,0.691
113,Jyden,Jylland,7JqV3V9HjT6bWSFDAGiPEN,47,0.0239,0.565,227450,0.801,0.0005,11,0.213,-7.55,0,0.105,130.094,4,0.388
114,Fall Out Boy,The Last Of The Real Ones,1f6xYh2HSx8ttCjl4Pckep,68,0.00594,0.579,230400,0.872,0.0,8,0.192,-5.294,1,0.0443,115.043,4,0.557
115,Rhys,Maybe I Will Learn,28qdT9NSsdp8JYjKnncRPO,63,0.927,0.61,200733,0.284,0.0,9,0.0904,-10.741,0,0.0689,125.704,4,0.329
116,Kwamie Liv,New Boo,4AwaIcBZ2ru2AC7UILigpk,54,0.285,0.712,206136,0.61,1.19e-05,3,0.118,-9.07,0,0.0482,127.931,4,0.833
117,Sara Farell,Promises,1sJaXDUlF4lz35ee4jUs6J,65,0.899,0.572,183000,0.229,0.0,6,0.139,-13.671,0,0.0292,101.009,4,0.239
118,Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,83,0.00947,0.487,270715,0.789,4.05e-06,8,0.189,-3.69,1,0.044,150.007,4,0.0564
119,Rudimental,"These Days (feat. Jess Glynne, Macklemore & Dan Caplen)",5CLGzJsGqhCEECcpnFQA8x,85,0.194,0.653,210773,0.809,0.0,0,0.165,-4.057,1,0.0474,92.213,4,0.55
120,Bradley Cooper,Black Eyes,7qrJKTyxjWDBpVofIYydTk,71,0.000811,0.373,183773,0.937,6.37e-05,11,0.815,-2.133,0,0.0834,150.242,4,0.46
121,Lily James,Mamma Mia,717z018DWodjJnW6DE7t4z,69,0.468,0.685,159627,0.698,0.0,2,0.0237,-7.478,1,0.0432,138.061,4,0.574
122,Robinson,Nothing to Regret,3C2xQqHVkhA1Ht17SzPRke,72,0.243,0.697,208486,0.521,0.0,5,0.189,-6.519,1,0.031,91.998,4,0.331
123,Hearts & Colors,LA On A Saturday Night,0dbp9YwlGEzXmxavRMgZ4T,70,0.118,0.592,195075,0.588,0.0,10,0.138,-4.889,1,0.0405,81.997,4,0.336
124,Benny Jamz,Spark,7J6jiiXOgqm7z5AeKo32Nn,51,0.0648,0.402,206416,0.608,0.0,11,0.132,-5.827,0,0.113,92.694,4,0.717
125,Studio Black,Friends Don't Kiss Friends,12aHV6jSgjWEZ8zuVP1idm,61,0.565,0.782,154320,0.264,0.0,1,0.0634,-8.794,1,0.327,120.239,4,0.571
126,Alec Benjamin,Swim,1rMSja8j1k8VRXXztemdLb,66,0.289,0.737,144387,0.562,0.000363,11,0.306,-6.117,0,0.0747,160.051,4,0.532
127,Noah Carter,Geam,0WFZbRHX83Nj0H89Ftm8QB,42,0.251,0.572,208000,0.408,0.00703,4,0.158,-9.887,0,0.0876,120.032,4,0.16
128,Andrew Rayel,Horizon,0fjg8GjZ69Z2OCpp2pMJJ1,63,0.00511,0.545,214625,0.916,0.0,5,0.683,-2.686,1,0.0459,132.048,4,0.3
129,Lil Xan,Betrayed,4vaxvNDaLSoD36iZX515ug,76,0.434,0.821,187173,0.434,0.0,10,0.128,-9.194,0,0.118,120.012,4,0.241
130,Clara Mae,Us,59z0L6S0GDNCiliSk3yiX0,61,0.315,0.573,177069,0.584,1.19e-06,4,0.109,-6.574,1,0.047,114.841,4,0.0805
131,Dua Lipa,Want To,5fK0Q3j2iUcQtiRDXlPW0K,77,0.0788,0.572,211818,0.691,0.000132,8,0.0619,-4.783,0,0.123,92.082,4,0.318
132,Ariana Grande,everytime,0WdR2AyLW1Drd3OUdwezM0,76,0.186,0.71,172107,0.614,0.0,10,0.0974,-6.757,0,0.0431,148.152,4,0.658
133,Alec Benjamin,Death Of A Hero,3gYK7eEFbp6KzmqYRMyQRm,70,0.634,0.653,191560,0.62,5.46e-06,11,0.512,-5.797,1,0.28,179.8,3,0.584
134,Rasmus Faber,Be Real,4PEbNdnFtpko90iC0W9I2u,66,0.653,0.786,226223,0.581,0.00144,2,0.0693,-9.401,1,0.0773,99.995,4,0.687
135,Meek Mill,On Me (feat. Cardi B),3DnZfpfe8wLeJgzc00gKeW,74,0.0482,0.864,225008,0.666,0.0,1,0.134,-5.525,1,0.234,132.12,4,0.538
136,Binary One,Two,14MR12RkIvXHeqgaJI0ngI,69,0.933,0.166,188732,0.0826,0.882,0,0.119,-25.741,1,0.0359,110.304,3,0.036
137,Twenty One Pilots,Pet Cheetah,7daBwTiPNOVgoMUG4SICgh,71,0.0615,0.653,198360,0.684,0.000387,7,0.27,-7.052,0,0.199,110.049,4,0.355
138,SHAUN,Way Back Home (feat. Conor Maynard) - Sam Feldt Edit,1ZLrDPgR7mvuTco3rQK8Pk,82,0.269,0.737,192453,0.747,0.0,10,0.219,-4.818,1,0.0323,105.943,4,0.447
139,bobby shams,Mand Død,0iEkE3ZAkGVvWykQMfW0DP,36,0.161,0.768,207356,0.662,0.0,0,0.112,-6.962,1,0.133,161.91,4,0.674
140,Young Thug,High (feat. Elton John),7iMDaY1LnASwCk2uUpMtii,73,0.223,0.759,195160,0.498,5.84e-05,10,0.406,-10.615,1,0.0776,126.972,4,0.244
141,Grace Grundy,Ocean (Acoustic),1HhXmvaPbLicL5iW5VUF28,62,0.892,0.586,178166,0.235,0.0,3,0.104,-8.192,1,0.0978,117.571,1,0.239
142,Lil Mosey,Yoppa (with BlocBoy JB),0JRn9gyDQeW9VjW4S126tT,73,0.122,0.814,163404,0.497,0.0,9,0.11,-7.405,0,0.0784,140.888,4,0.344
143,Ivy Rue,Anima,1DtJp4gl5ORnbZZzXdnLM9,65,0.991,0.435,212846,0.038,0.963,5,0.1,-23.587,1,0.0475,100.893,3,0.21
144,Eleni Foureira,Fuego,4TwWOcvjY1qt3QJvtveAGm,70,0.0558,0.586,183397,0.739,0.0,11,0.579,-4.584,0,0.105,101.033,4,0.522
145,Jamaika,Problemer Sover Ik,3M9QxRO9MGJuhk0fQhGhOn,49,0.114,0.583,242110,0.456,0.0,11,0.113,-6.376,0,0.0577,139.04,4,0.421
146,Taylor Swift,Delicate - Seeb Remix,2Sy2oGjP5RYB4cLVoDU0Gz,60,0.0956,0.68,173266,0.821,0.00315,0,0.0826,-3.77,1,0.041,105.986,4,0.571
147,Norah Jones,A Song With No Name,4bQQQIRqZVIApD4uMcV81D,62,0.874,0.534,243043,0.127,0.774,6,0.112,-15.385,1,0.0358,128.368,4,0.181
148,Tina Dickow,Adams House - Single Version,4nCmEXMOF87ZEpjDcj5aSi,41,0.166,0.727,203073,0.533,5.72e-06,6,0.132,-7.72,1,0.0288,107.161,4,0.519
149,John Legend,All of Me,4oyTkYNopVIPm7Ebah6H2F,60,0.914,0.327,270413,0.267,0.0,8,0.136,-7.109,1,0.0326,85.328,5,0.332
150,Why Don't We,8 Letters,4zRZAmBQP8vhNPf9i9opXt,80,0.649,0.607,190027,0.478,0.0,1,0.0928,-5.702,0,0.031,88.979,4,0.255
151,David Guetta,Don't Leave Me Alone (feat. Anne-Marie),2lYTJK94hb0fd1LQtb6Dhk,78,0.118,0.659,183750,0.738,0.0,4,0.115,-5.072,0,0.0477,127.95,4,0.481
152,MØ,Way Down,2YO0cEL5FcsE2MfZgG5mVZ,63,0.0936,0.703,188089,0.788,0.000259,1,0.091,-4.485,0,0.0812,100.06,4,0.538
